,state,year,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
984,minnesota,2000,293.92592592592587,51.5968992248062,180.6326034063261,505.6
1008,mississippi,2018,286.8148148148148,35.72093023255813,161.94647201946472,462.9333333333333
1009,mississippi,2017,296.2962962962963,35.72093023255813,159.87023519870237,469.33333333333337
1010,mississippi,2016,303.40740740740745,33.73643410852713,159.87023519870237,475.73333333333335
1011,mississippi,2015,310.5185185185185,33.73643410852713,159.87023519870237,477.86666666666673
1012,mississippi,2014,315.2592592592593,31.751937984496127,155.71776155717762,477.86666666666673
1013,mississippi,2013,320.00000000000006,31.751937984496127,151.56528791565287,480.0
1014,mississippi,2012,324.7407407407408,31.751937984496127,147.41281427412815,477.86666666666673
1015,mississippi,2011,322.3703703703704,31.751937984496127,147.41281427412815,473.60000000000014
1016,mississippi,2010,324.7407407407408,29.767441860465123,145.33657745336578,473.60000000000014
1017,mississippi,2009,334.22222222222223,29.767441860465123,145.33657745336578,482.1333333333334
1018,mississippi,2008,341.3333333333333,29.767441860465123,145.33657745336578,486.40000000000015
1019,mississippi,2007,343.7037037037037,27.78294573643411,141.18410381184103,482.1333333333334
1020,mississippi,2006,338.962962962963,25.7984496124031,139.10786699107868,475.73333333333335
1021,mississippi,2005,331.8518518518518,25.7984496124031,134.95539334955393,465.0666666666667
1022,mississippi,2004,327.1111111111112,25.7984496124031,130.8029197080292,456.53333333333336
1023,mississippi,2003,327.1111111111112,23.813953488372093,130.8029197080292,454.4
1024,mississippi,2002,334.22222222222223,23.813953488372093,126.65044606650446,454.4
1025,mississippi,2001,331.8518518518518,21.82945736434109,124.5742092457421,450.13333333333327
1026,mississippi,2000,338.962962962963,21.82945736434109,126.65044606650446,456.53333333333336
1050,missouri,2018,263.11111111111114,75.4108527131783,211.77615571776158,535.4666666666667
1051,missouri,2017,267.8518518518519,77.3953488372093,209.6999188969992,539.7333333333332
1052,missouri,2016,274.962962962963,75.4108527131783,199.31873479318736,531.1999999999998
1053,missouri,2015,277.33333333333337,77.3953488372093,201.3949716139497,539.7333333333332
1054,missouri,2014,274.962962962963,71.44186046511626,182.7088402270884,512.0
1055,missouri,2013,282.07407407407413,71.44186046511626,184.7850770478508,520.5333333333333
1056,missouri,2012,289.1851851851852,67.47286821705426,178.55636658556372,516.2666666666668
1057,missouri,2011,293.92592592592587,67.47286821705426,178.55636658556372,522.6666666666666
1058,missouri,2010,301.03703703703707,63.503875968992254,168.17518248175185,514.1333333333333
1059,missouri,2009,308.1481481481481,59.534883720930225,172.3276561232766,518.4
1060,missouri,2008,312.8888888888889,59.534883720930225,166.09894566098947,516.2666666666668
1061,missouri,2007,315.2592592592593,59.534883720930225,161.94647201946472,512.0
1062,missouri,2006,315.2592592592593,55.56589147286822,157.79399837794,505.6
1063,missouri,2005,310.5185185185185,53.58139534883721,151.56528791565287,490.6666666666666
1064,missouri,2004,315.2592592592593,53.58139534883721,149.48905109489053,494.9333333333333
1065,missouri,2003,317.6296296296297,51.5968992248062,145.33657745336578,488.53333333333336
1066,missouri,2002,322.3703703703704,49.61240310077518,139.10786699107868,484.2666666666667
1067,missouri,2001,317.6296296296297,45.64341085271318,139.10786699107868,480.0
1068,missouri,2000,320.00000000000006,45.64341085271318,139.10786699107868,480.0
1092,montana,2018,379.25925925925935,101.2093023255814,205.54744525547449,661.3333333333334
1093,montana,2017,381.6296296296296,101.2093023255814,203.4712084347121,661.3333333333334
1094,montana,2016,384.00000000000006,103.1937984496124,203.4712084347121,665.6
1095,montana,2015,386.3703703703704,99.22480620155036,199.31873479318736,659.2
1096,montana,2014,386.3703703703704,99.22480620155036,199.31873479318736,659.2
1097,montana,2013,388.7407407407408,97.24031007751935,197.242497972425,654.9333333333333
1098,montana,2012,391.1111111111112,95.25581395348837,195.16626115166264,657.0666666666667
1099,montana,2011,381.6296296296296,93.27131782945736,186.86131386861317,635.7333333333332
1100,montana,2010,391.1111111111112,89.30232558139534,182.7088402270884,635.7333333333332
1101,montana,2009,388.7407407407408,89.30232558139534,180.6326034063261,631.4666666666667
1102,montana,2008,393.48148148148147,87.31782945736435,180.6326034063261,633.6
1103,montana,2007,393.48148148148147,85.33333333333334,176.48012976480132,627.2
1104,montana,2006,386.3703703703704,81.3643410852713,170.25141930251422,612.2666666666668
1105,montana,2005,376.88888888888886,83.34883720930233,159.87023519870237,593.0666666666667
1106,montana,2004,372.1481481481482,67.47286821705426,155.71776155717762,567.4666666666667
1107,montana,2003,369.77777777777777,65.48837209302324,149.48905109489053,558.9333333333334
1108,montana,2002,384.00000000000006,65.48837209302324,145.33657745336578,565.3333333333334
1109,montana,2001,374.51851851851853,59.534883720930225,141.18410381184103,546.1333333333333
1110,montana,2000,372.1481481481482,57.55038759689922,141.18410381184103,541.8666666666667
1134,nebraska,2018,289.1851851851852,41.67441860465117,151.56528791565287,460.80000000000007
1135,nebraska,2017,298.6666666666667,43.65891472868218,149.48905109489053,469.33333333333337
1136,nebraska,2016,308.1481481481481,43.65891472868218,149.48905109489053,477.86666666666673
1137,nebraska,2015,317.6296296296297,43.65891472868218,147.41281427412815,484.2666666666667
1138,nebraska,2014,324.7407407407408,41.67441860465117,149.48905109489053,490.6666666666666
1139,nebraska,2013,329.4814814814815,41.67441860465117,147.41281427412815,494.9333333333333
1140,nebraska,2012,334.22222222222223,41.67441860465117,143.2603406326034,494.9333333333333
1141,nebraska,2011,329.4814814814815,41.67441860465117,143.2603406326034,488.53333333333336
1142,nebraska,2010,331.8518518518518,41.67441860465117,139.10786699107868,486.40000000000015
1143,nebraska,2009,336.5925925925925,39.689922480620154,139.10786699107868,488.53333333333336
1144,nebraska,2008,343.7037037037037,39.689922480620154,141.18410381184103,497.06666666666666
1145,nebraska,2007,338.962962962963,39.689922480620154,139.10786699107868,492.8
1146,nebraska,2006,336.5925925925925,41.67441860465117,147.41281427412815,501.33333333333326
1147,nebraska,2005,334.22222222222223,39.689922480620154,141.18410381184103,488.53333333333336
1148,nebraska,2004,341.3333333333333,39.689922480620154,134.95539334955393,486.40000000000015
1149,nebraska,2003,338.962962962963,37.70542635658914,130.8029197080292,477.86666666666673
1150,nebraska,2002,343.7037037037037,33.73643410852713,126.65044606650446,475.73333333333335
1151,nebraska,2001,338.962962962963,31.751937984496127,124.5742092457421,469.33333333333337
1152,nebraska,2000,341.3333333333333,33.73643410852713,128.72668288726683,475.73333333333335
1176,nevada,2018,320.00000000000006,119.06976744186045,303.13057583130575,729.6
1177,nevada,2017,331.8518518518518,121.05426356589146,303.13057583130575,740.2666666666668
1178,nevada,2016,336.5925925925925,123.03875968992249,303.13057583130575,746.6666666666667
1179,nevada,2015,329.4814814814815,130.97674418604652,269.91078669910786,714.6666666666665
1180,nevada,2014,334.22222222222223,130.97674418604652,271.98702351987026,721.0666666666667
1181,nevada,2013,334.22222222222223,125.02325581395347,265.7583130575832,708.2666666666668
1182,nevada,2012,334.22222222222223,123.03875968992249,259.52960259529596,699.7333333333335
1183,nevada,2011,343.7037037037037,125.02325581395347,263.6820762368208,714.6666666666665
1184,nevada,2010,353.18518518518516,119.06976744186045,251.22465531224654,704.0
1185,nevada,2009,362.66666666666674,111.13178294573645,230.46228710462293,684.8000000000002
1186,nevada,2008,386.3703703703704,121.05426356589146,267.8345498783455,753.0666666666666
1187,nevada,2007,393.48148148148147,123.03875968992249,255.37712895377132,750.9333333333334
1188,nevada,2006,405.33333333333326,128.9922480620155,265.7583130575832,774.4
1189,nevada,2005,400.5925925925928,123.03875968992249,251.22465531224654,750.9333333333334
1190,nevada,2004,410.0740740740741,125.02325581395347,259.52960259529596,770.1333333333333
1191,nevada,2003,412.4444444444445,121.05426356589146,255.37712895377132,765.8666666666667
1192,nevada,2002,412.4444444444445,119.06976744186045,253.3008921330089,759.4666666666667
1193,nevada,2001,424.2962962962963,117.08527131782944,251.22465531224654,765.8666666666667
1194,nevada,2000,424.2962962962963,123.03875968992249,261.6058394160584,782.9333333333334
1218,new hampshire,2018,424.2962962962963,166.69767441860466,423.55231143552317,996.2666666666668
1219,new hampshire,2017,433.77777777777777,172.65116279069767,417.323600973236,1006.9333333333333
1220,new hampshire,2016,440.88888888888886,174.6356589147287,413.17112733171126,1011.2
1221,new hampshire,2015,443.25925925925935,174.6356589147287,404.8661800486618,1002.6666666666667
1222,new hampshire,2014,400.5925925925928,176.6201550387597,404.8661800486618,966.4
1223,new hampshire,2013,440.88888888888886,176.6201550387597,398.63746958637466,996.2666666666668
1224,new hampshire,2012,450.3703703703704,170.66666666666669,390.33252230332533,989.8666666666667
1225,new hampshire,2011,440.88888888888886,182.57364341085272,411.09489051094886,1015.4666666666667
1226,new hampshire,2010,429.03703703703695,166.69767441860466,384.1038118410381,960.0
1227,new hampshire,2009,424.2962962962963,166.69767441860466,382.0275750202758,953.6
1228,new hampshire,2008,421.9259259259259,160.74418604651163,371.646390916464,936.5333333333333
1229,new hampshire,2007,431.40740740740745,156.7751937984496,363.34144363341437,930.1333333333333
1230,new hampshire,2006,410.0740740740741,154.7906976744186,367.4939172749392,913.0666666666667
1231,new hampshire,2005,414.8148148148149,148.83720930232556,355.036496350365,896.0000000000001
1232,new hampshire,2004,412.4444444444445,144.86821705426354,346.7315490673156,883.1999999999998
1233,new hampshire,2003,414.8148148148149,140.89922480620154,338.42660178426615,872.5333333333333
1234,new hampshire,2002,414.8148148148149,138.91472868217053,340.50283860502844,872.5333333333333
1235,new hampshire,2001,414.8148148148149,130.97674418604652,336.3503649635037,859.7333333333335
1236,new hampshire,2000,421.9259259259259,128.9922480620155,338.42660178426615,866.1333333333333
1260,new jersey,2018,189.62962962962962,113.11627906976746,203.4712084347121,503.4666666666666
1261,new jersey,2017,189.62962962962962,119.06976744186045,199.31873479318736,503.4666666666666
1262,new jersey,2016,196.74074074074082,119.06976744186045,193.09002433090026,503.4666666666666
1263,new jersey,2015,199.11111111111111,119.06976744186045,193.09002433090026,505.6
1264,new jersey,2014,199.11111111111111,123.03875968992249,193.09002433090026,509.8666666666666
1265,new jersey,2013,199.11111111111111,121.05426356589146,191.0137875101379,505.6
1266,new jersey,2012,210.96296296296296,119.06976744186045,188.93755068937548,512.0
1267,new jersey,2011,210.96296296296296,115.10077519379844,184.7850770478508,505.6
1268,new jersey,2010,218.0740740740741,113.11627906976746,178.55636658556372,501.33333333333326
1269,new jersey,2009,215.7037037037037,113.11627906976746,178.55636658556372,499.2
1270,new jersey,2008,220.44444444444446,109.14728682170544,178.55636658556372,501.33333333333326
1271,new jersey,2007,220.44444444444446,109.14728682170544,178.55636658556372,497.06666666666666
1272,new jersey,2006,225.1851851851852,107.16279069767442,176.48012976480132,497.06666666666666
1273,new jersey,2005,225.1851851851852,103.1937984496124,172.3276561232766,490.6666666666666
1274,new jersey,2004,227.55555555555557,103.1937984496124,170.25141930251422,490.6666666666666
1275,new jersey,2003,225.1851851851852,99.22480620155036,166.09894566098947,477.86666666666673
1276,new jersey,2002,232.2962962962963,97.24031007751935,159.87023519870237,477.86666666666673
1277,new jersey,2001,234.66666666666663,93.27131782945736,155.71776155717762,469.33333333333337
1278,new jersey,2000,229.92592592592598,93.27131782945736,157.79399837794,469.33333333333337
1302,new mexico,2018,253.62962962962962,61.51937984496124,184.7850770478508,482.1333333333334
1303,new mexico,2017,248.88888888888889,59.534883720930225,168.17518248175185,460.80000000000007
1304,new mexico,2016,260.7407407407408,61.51937984496124,174.40389294403892,482.1333333333334
1305,new mexico,2015,241.77777777777783,59.534883720930225,161.94647201946472,448.00000000000006
1306,new mexico,2014,305.77777777777777,61.51937984496124,170.25141930251422,514.1333333333333
1307,new mexico,2013,277.33333333333337,67.47286821705426,174.40389294403892,499.2
1308,new mexico,2012,293.92592592592587,65.48837209302324,164.0227088402271,503.4666666666666
1309,new mexico,2011,312.8888888888889,61.51937984496124,149.48905109489053,501.33333333333326
1310,new mexico,2010,291.5555555555556,61.51937984496124,153.64152473641525,486.40000000000015
1311,new mexico,2009,317.6296296296297,61.51937984496124,149.48905109489053,507.73333333333335
1312,new mexico,2008,334.22222222222223,61.51937984496124,147.41281427412815,518.4
1313,new mexico,2007,329.4814814814815,59.534883720930225,145.33657745336578,509.8666666666666
1314,new mexico,2006,324.7407407407408,59.534883720930225,143.2603406326034,503.4666666666666
1315,new mexico,2005,348.44444444444434,57.55038759689922,137.03163017031628,516.2666666666668
1316,new mexico,2004,346.0740740740741,49.61240310077518,137.03163017031628,503.4666666666666
1317,new mexico,2003,360.2962962962963,53.58139534883721,126.65044606650446,512.0
1318,new mexico,2002,360.2962962962963,51.5968992248062,126.65044606650446,512.0
1319,new mexico,2001,365.03703703703695,49.61240310077518,126.65044606650446,509.8666666666666
1320,new mexico,2000,362.66666666666674,49.61240310077518,126.65044606650446,507.73333333333335
1344,new york,2018,208.59259259259258,103.1937984496124,168.17518248175185,471.4666666666667
1345,new york,2017,213.33333333333331,107.16279069767442,164.0227088402271,475.73333333333335
1346,new york,2016,215.7037037037037,105.1782945736434,164.0227088402271,475.73333333333335
1347,new york,2015,215.7037037037037,99.22480620155036,159.87023519870237,467.2
1348,new york,2014,213.33333333333331,107.16279069767442,159.87023519870237,469.33333333333337
1349,new york,2013,220.44444444444446,101.2093023255814,159.87023519870237,471.4666666666667
1350,new york,2012,215.7037037037037,101.2093023255814,155.71776155717762,462.9333333333333
1351,new york,2011,210.96296296296296,99.22480620155036,151.56528791565287,450.13333333333327
1352,new york,2010,210.96296296296296,95.25581395348837,147.41281427412815,445.86666666666673
1353,new york,2009,218.0740740740741,93.27131782945736,145.33657745336578,443.73333333333335
1354,new york,2008,220.44444444444446,93.27131782945736,141.18410381184103,443.73333333333335
1355,new york,2007,220.44444444444446,93.27131782945736,143.2603406326034,448.00000000000006
1356,new york,2006,210.96296296296296,91.28682170542636,137.03163017031628,428.8
1357,new york,2005,215.7037037037037,85.33333333333334,134.95539334955393,424.53333333333336
1358,new york,2004,218.0740740740741,83.34883720930233,128.72668288726683,418.13333333333327
1359,new york,2003,220.44444444444446,79.37984496124031,126.65044606650446,413.86666666666673
1360,new york,2002,225.1851851851852,75.4108527131783,122.49797242497972,409.6
1361,new york,2001,227.55555555555557,73.42635658914728,116.26926196269262,403.2000000000001
1362,new york,2000,218.0740740740741,75.4108527131783,120.42173560421736,401.0666666666667
1386,north carolina,2018,246.51851851851856,89.30232558139534,141.18410381184103,462.9333333333333
1387,north carolina,2017,248.88888888888889,87.31782945736435,134.95539334955393,454.4
1388,north carolina,2016,248.88888888888889,85.33333333333334,132.87915652879158,452.2666666666667
1389,north carolina,2015,248.88888888888889,83.34883720930233,130.8029197080292,448.00000000000006
1390,north carolina,2014,248.88888888888889,81.3643410852713,126.65044606650446,441.6
1391,north carolina,2013,246.51851851851856,79.37984496124031,124.5742092457421,435.2000000000001
1392,north carolina,2012,251.2592592592593,75.4108527131783,124.5742092457421,435.2000000000001
1393,north carolina,2011,248.88888888888889,73.42635658914728,120.42173560421736,428.8
1394,north carolina,2010,253.62962962962962,69.45736434108527,118.34549878345501,426.66666666666674
1395,north carolina,2009,260.7407407407408,67.47286821705426,118.34549878345501,428.8
1396,north carolina,2008,267.8518518518519,65.48837209302324,118.34549878345501,433.06666666666666
1397,north carolina,2007,272.5925925925927,67.47286821705426,116.26926196269262,435.2000000000001
1398,north carolina,2006,270.22222222222223,65.48837209302324,112.1167883211679,428.8
1399,north carolina,2005,267.8518518518519,59.534883720930225,112.1167883211679,418.13333333333327
1400,north carolina,2004,274.962962962963,59.534883720930225,110.04055150040553,424.53333333333336
1401,north carolina,2003,286.8148148148148,53.58139534883721,107.96431467964315,426.66666666666674
1402,north carolina,2002,296.2962962962963,53.58139534883721,103.81184103811842,430.9333333333333
1403,north carolina,2001,293.92592592592587,49.61240310077518,105.88807785888079,426.66666666666674
1404,north carolina,2000,289.1851851851852,49.61240310077518,107.96431467964315,422.4
1428,north dakota,2018,355.55555555555566,67.47286821705426,276.139497161395,674.1333333333333
1429,north dakota,2017,357.9259259259259,67.47286821705426,269.91078669910786,672.0
1430,north dakota,2016,357.9259259259259,67.47286821705426,267.8345498783455,669.8666666666667
1431,north dakota,2015,374.51851851851853,69.45736434108527,276.139497161395,695.4666666666667
1432,north dakota,2014,398.22222222222223,69.45736434108527,290.67315490673155,731.7333333333332
1433,north dakota,2013,400.5925925925928,63.503875968992254,286.52068126520686,723.1999999999998
1434,north dakota,2012,414.8148148148149,59.534883720930225,286.52068126520686,731.7333333333332
1435,north dakota,2011,393.48148148148147,51.5968992248062,261.6058394160584,678.4000000000002
1436,north dakota,2010,353.18518518518516,49.61240310077518,247.0721816707219,625.0666666666666
1437,north dakota,2009,376.88888888888886,47.627906976744185,234.61476074614762,631.4666666666667
1438,north dakota,2008,379.25925925925935,45.64341085271318,230.46228710462293,627.2
1439,north dakota,2007,362.66666666666674,45.64341085271318,220.08110300081105,601.6
1440,north dakota,2006,355.55555555555566,39.689922480620154,207.62368207623683,576.0000000000001
1441,north dakota,2005,350.81481481481484,35.72093023255813,195.16626115166264,554.6666666666667
1442,north dakota,2004,353.18518518518516,35.72093023255813,170.25141930251422,531.1999999999998
1443,north dakota,2003,362.66666666666674,33.73643410852713,178.55636658556372,546.1333333333333
1444,north dakota,2002,357.9259259259259,31.751937984496127,172.3276561232766,533.3333333333334
1445,north dakota,2001,346.0740740740741,29.767441860465123,168.17518248175185,516.2666666666668
1446,north dakota,2000,348.44444444444434,29.767441860465123,164.0227088402271,512.0
1470,ohio,2018,260.7407407407408,61.51937984496124,128.72668288726683,433.06666666666666
1471,ohio,2017,265.4814814814815,61.51937984496124,124.5742092457421,430.9333333333333
1472,ohio,2016,272.5925925925927,61.51937984496124,120.42173560421736,433.06666666666666
1473,ohio,2015,277.33333333333337,59.534883720930225,116.26926196269262,433.06666666666666
1474,ohio,2014,282.07407407407413,59.534883720930225,112.1167883211679,433.06666666666666
1475,ohio,2013,289.1851851851852,59.534883720930225,110.04055150040553,435.2000000000001
1476,ohio,2012,291.5555555555556,57.55038759689922,105.88807785888079,433.06666666666666
1477,ohio,2011,293.92592592592587,55.56589147286822,103.81184103811842,430.9333333333333
1478,ohio,2010,305.77777777777777,49.61240310077518,99.65936739659368,430.9333333333333
1479,ohio,2009,308.1481481481481,53.58139534883721,97.58313057583132,433.06666666666666
1480,ohio,2008,315.2592592592593,51.5968992248062,95.50689375506894,437.33333333333326
1481,ohio,2007,317.6296296296297,49.61240310077518,93.43065693430657,435.2000000000001
1482,ohio,2006,315.2592592592593,47.627906976744185,91.3544201135442,428.8
1483,ohio,2005,317.6296296296297,45.64341085271318,89.27818329278186,426.66666666666674
1484,ohio,2004,317.6296296296297,43.65891472868218,87.20194647201946,420.26666666666665
1485,ohio,2003,317.6296296296297,43.65891472868218,83.04947283049474,416.0
1486,ohio,2002,320.00000000000006,41.67441860465117,80.97323600973236,416.0
1487,ohio,2001,317.6296296296297,41.67441860465117,80.97323600973236,411.73333333333335
1488,ohio,2000,312.8888888888889,41.67441860465117,78.89699918897,407.4666666666666
1512,oklahoma,2018,237.03703703703704,39.689922480620154,134.95539334955393,394.66666666666674
1513,oklahoma,2017,244.14814814814812,39.689922480620154,134.95539334955393,398.93333333333334
1514,oklahoma,2016,248.88888888888889,39.689922480620154,132.87915652879158,403.2000000000001
1515,oklahoma,2015,253.62962962962962,37.70542635658914,128.72668288726683,403.2000000000001
1516,oklahoma,2014,258.3703703703704,37.70542635658914,130.8029197080292,407.4666666666666
1517,oklahoma,2013,263.11111111111114,37.70542635658914,128.72668288726683,411.73333333333335
1518,oklahoma,2012,270.22222222222223,37.70542635658914,126.65044606650446,413.86666666666673
1519,oklahoma,2011,270.22222222222223,37.70542635658914,122.49797242497972,409.6
1520,oklahoma,2010,274.962962962963,35.72093023255813,120.42173560421736,409.6
1521,oklahoma,2009,277.33333333333337,35.72093023255813,120.42173560421736,411.73333333333335
1522,oklahoma,2008,289.1851851851852,35.72093023255813,120.42173560421736,420.26666666666665
1523,oklahoma,2007,277.33333333333337,33.73643410852713,118.34549878345501,407.4666666666666
1524,oklahoma,2006,267.8518518518519,33.73643410852713,116.26926196269262,398.93333333333334
1525,oklahoma,2005,258.3703703703704,31.751937984496127,114.19302514193028,384.0
1526,oklahoma,2004,263.11111111111114,25.7984496124031,95.50689375506894,362.66666666666674
1527,oklahoma,2003,251.2592592592593,25.7984496124031,153.64152473641525,411.73333333333335
1528,oklahoma,2002,265.4814814814815,25.7984496124031,120.42173560421736,388.2666666666667
1529,oklahoma,2001,263.11111111111114,23.813953488372093,89.27818329278186,352.00000000000006
1530,oklahoma,2000,265.4814814814815,23.813953488372093,91.3544201135442,360.53333333333336
1554,oregon,2018,286.8148148148148,115.10077519379844,197.242497972425,584.5333333333333
1555,oregon,2017,293.92592592592587,117.08527131782944,193.09002433090026,588.8000000000002
1556,oregon,2016,293.92592592592587,119.06976744186045,191.0137875101379,588.8000000000002
1557,oregon,2015,291.5555555555556,115.10077519379844,186.86131386861317,578.1333333333333
1558,oregon,2014,291.5555555555556,113.11627906976746,186.86131386861317,576.0000000000001
1559,oregon,2013,284.4444444444445,113.11627906976746,184.7850770478508,567.4666666666667
1560,oregon,2012,286.8148148148148,113.11627906976746,184.7850770478508,567.4666666666667
1561,oregon,2011,279.70370370370375,111.13178294573645,176.48012976480132,552.5333333333333
1562,oregon,2010,282.07407407407413,97.24031007751935,172.3276561232766,535.4666666666667
1563,oregon,2009,303.40740740740745,97.24031007751935,170.25141930251422,552.5333333333333
